Feature,SHAP_Importance,Percentage
files_accessed,0.08640598316419489,27.74610649147728
data_uploaded_mb,0.058469032599786315,18.775181365444787
hour_of_day,0.05340253124615179,17.14826062512956
login_attempts,0.04813027232808934,15.455268403592989
foreign_ip,0.03680815954717693,11.819587916852255
unknown_device,0.028200627227375694,9.055595197503132
